listing_id;title;price_pln;currency;link;subtitle;engine_cm3;power_hp;mileage_km;fuel_type;gearbox;year;location;first_seen_date;last_seen_date;days_on_site;is_active;removed_date;initial_price_pln;lowest_price_pln;price_change_count;last_price_change_date
6145767226;Mitsubishi ASX;41000;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HW0NQ.html;1590 cm3 • 117 KM • Salon Polska;1590;117;116000;Benzyna;Manualna;2017;Koluszki (Łódzkie);2026-03-28;2026-03-30;2;1;;41000;41000;0;
6146636769;Mitsubishi ASX 1.6 ClearTec 2WD Edition 100+;48900;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HYF0J.html;1590 cm3 • 117 KM • LIFT 1.6 16V 118 KM 82143 km Gwarancja przebiegu !!!;1590;117;82143;Benzyna;Manualna;2016;Rawicz (Wielkopolskie);2026-03-28;2026-03-30;2;1;;48900;48900;0;
6146246437;Mitsubishi ASX 1.6 Intense Plus Safety;36900;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HX1t3.html;1590 cm3 • 117 KM • 1.6B Bezwypadkowy z Niemiec rok produkcji 2015 , Opłacony;1590;117;126000;Benzyna;Manualna;2016;Starachowice (Świętokrzyskie);2026-03-28;2026-03-30;2;1;;36900;36900;0;
6146382348;Mitsubishi ASX 1.6 Instyle;42900;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HXAPa.html;1590 cm3 • 117 KM;1590;117;114579;Benzyna;Manualna;2016;Gdańsk (Pomorskie);2026-03-28;2026-03-30;2;1;;42900;42900;0;
6146094830;Mitsubishi ASX;48900;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HVo1M.html;1590 cm3 • 117 KM • 1.6 benzyna 43tys km;1590;117;43545;Benzyna;Manualna;2017;Więcbork (Kujawsko-pomorskie);2026-03-28;2026-03-30;2;1;;48900;48900;0;
6146671759;Mitsubishi ASX 1.6 2WD Instyle;41900;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HYO75.html;1590 cm3 • 117 KM • Śliczny ASX 1.6 benzyna 117tys km grzany fotel Parktronik;1590;117;117000;Benzyna;Manualna;2016;Chojnice (Pomorskie);2026-03-28;2026-03-30;2;1;;41900;41900;0;
6146140126;Mitsubishi ASX 1.6 2WD Edition 100;44000;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HVzOm.html;1590 cm3 • 117 KM • grzane fotele navi kamera tempomat hak;1590;117;133780;Benzyna;Manualna;2017;Warszawa (Mazowieckie);2026-03-28;2026-03-30;2;0;2026-03-30;44000;44000;0;
6145878105;Mitsubishi ASX 1.6 Instyle NAVI AS&G;47800;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HWtEd.html;1590 cm3 • 117 KM • Bezwypadkowy! Niski przebieg!;1590;117;103000;Benzyna;Manualna;2017;Wadowice (Małopolskie);2026-03-28;2026-03-29;1;0;2026-03-30;47800;47800;0;
6146459827;Mitsubishi ASX 1.6 Inform;48000;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HXUYP.html;1590 cm3 • 117 KM;1590;117;86000;Benzyna;Manualna;2018;Wrocław (Dolnośląskie);2026-03-28;2026-03-29;1;0;2026-03-30;48000;48000;0;
6145660470;Mitsubishi ASX 1.6 Inform;47000;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HUz1Y.html;1590 cm3 • 117 KM • 2018, Pierwszy właściciel, salon Polska, rej 2019;1590;117;131500;Benzyna;Manualna;2018;Łódź (Łódzkie);2026-03-28;2026-03-28;0;0;2026-03-29;47000;47000;0;
6146508548;Mitsubishi ASX 1.6 ClearTec 2WD;42600;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HY7EE.html;1590 cm3 • 117 KM • Samochód zadbany. w bardzo dobrym stanie.;1590;117;136500;Benzyna;Manualna;2016;Rybnik (Śląskie);2026-03-28;2026-03-28;0;0;2026-03-29;42600;42600;0;
6146657704;Mitsubishi ASX 1.6 2WD Comfort Edition;47900;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HYKso.html;1590 cm3 • 117 KM • 1.6i 117KM z Niemiec Klima Bezwypadkowy;1590;117;99000;Benzyna;Manualna;2018;Łuków (Lubelskie);2026-03-28;2026-03-29;1;0;2026-03-29;47900;47900;0;
6146106463;Mitsubishi ASX 1.6 Invite EU6;38000;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HVr3p.html;1590 cm3 • 117 KM • MITSUBISHI ASX garażowany, z salonu Polska, 2016 r. Warszawa;1590;117;147000;Benzyna;Manualna;2016;Warszawa (Mazowieckie);2026-03-28;2026-03-29;1;0;2026-03-29;38000;38000;0;
6146327924;Mitsubishi ASX 1.6 Invite;49900;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HXmFm.html;1590 cm3 • 117 KM • Lift Serwis Climatronik Podgrzewane Fotele Tempomat Gwarancja!;1590;117;114000;Benzyna;Manualna;2018;Mierzyn (Zachodniopomorskie);2026-03-28;2026-03-29;1;0;2026-03-29;49900;49900;0;
6146517725;Mitsubishi ASX 1.6 2WD SUV-Star+;45200;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HYa2F.html;1590 cm3 • 117 KM • 1.6 SUV-Star+ Tempomat Nawigacja Xenon Bluetooth Kamera;1590;117;112880;Benzyna;Manualna;2016;Warszawa (Mazowieckie);2026-03-28;2026-03-29;1;0;2026-03-29;45200;45200;0;
6146348513;Mitsubishi ASX 1.6 ClearTec 2WD Edition 100+;43999;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HXs1r.html;1590 cm3 • 117 KM • 1.6 benzyna 143000km Kamera cofania Sprowadzony i zarejestrowany;1590;117;143500;Benzyna;Manualna;2016;Kostrzyn (Wielkopolskie);2026-03-28;2026-03-29;1;0;2026-03-29;43999;43999;0;
6146267430;Mitsubishi ASX;47900;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HX6WE.html;1590 cm3 • 117 KM • Niski przebieg / Kamera cofania / Bezwypadkowy / Serwisowany;1590;117;98850;Benzyna;Manualna;2016;Sulechów (Lubuskie);2026-03-28;2026-03-29;1;0;2026-03-29;47900;47900;0;
6146559396;Mitsubishi ASX 1.6 ClearTec 2WD Diamant Edition;49999;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HYkSM.html;1590 cm3 • 117 KM • 1.6i * Bezwypadkowy * Kamera Xenon * Grzane Fotele * POLIFT * Serwis;1590;117;114000;Benzyna;Manualna;2016;Radomsko (Łódzkie);2026-03-28;2026-03-29;1;0;2026-03-29;49999;49999;0;
6144837578;Mitsubishi ASX;43900;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HR6Xv.html;1600 cm3 • 117 KM • LIFT - Wzorowy Stan - 1.6 - Kamera- GWARANCJA - Zakup Door To Door;1600;117;142000;Benzyna;Manualna;2016;Płońsk (Mazowieckie);2026-03-28;2026-03-29;1;0;2026-03-29;43900;43900;0;
6144196187;Mitsubishi ASX 1.6 2WD Diamant Edition+;49500;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HOq6w.html;1590 cm3 • 117 KM • Pierwszy właścicielSerwis ASO Bezwypadkowy;1590;117;108000;Benzyna;Manualna;2016;Olesno (Opolskie);2026-03-28;2026-03-29;1;0;2026-03-29;49500;49500;0;
6146405818;Mitsubishi ASX 1.6 2WD Instyle;44900;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HXGWI.html;1590 cm3 • 117 KM • Bezwypadkowy, Xenon, Panorama, Navi, Skóra, Clima, Rockford Fosgate;1590;117;149000;Benzyna;Manualna;2016;Leszno (Wielkopolskie);2026-03-28;2026-03-29;1;0;2026-03-29;44900;44900;0;
6146422539;Mitsubishi ASX 1.6 ClearTec 2WD Diamant Edition;44900;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HXLhp.html;1590 cm3 • 117 KM • 1.6 117KM*Diamant*AS&G*Klimatronic*Tempomat*Serwis*Bezwypadek*1Ręka;1590;117;147003;Benzyna;Manualna;2016;Iława (Warmińsko-mazurskie);2026-03-28;2026-03-29;1;0;2026-03-29;44900;44900;0;
6146274892;Mitsubishi ASX;44900;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HX8S0.html;1590 cm3 • 117 KM;1590;117;150000;Benzyna;Manualna;2017;Szczecin (Zachodniopomorskie);2026-03-28;2026-03-29;1;0;2026-03-29;44900;44900;0;
6146051887;Mitsubishi ASX 1.6 Intense Plus Navi;45000;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HVcR9.html;1590 cm3 • 117 KM • Mitsubishi ASX 1.6 Salon PL Pierwszy Właściciel 2017;1590;117;150000;Benzyna;Manualna;2017;Rzeszów (Podkarpackie);2026-03-28;2026-03-29;1;0;2026-03-29;45000;45000;0;
6145869252;Mitsubishi ASX 1.6 ClearTec 2WD Basis;50000;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HWrlq.html;1590 cm3 • 117 KM • Mitsubishi ASX od osoby prywatnej;1590;117;100000;Benzyna;Manualna;2016;Kraków (Małopolskie);2026-03-28;2026-03-28;0;0;2026-03-29;50000;50000;0;
6145203654;Mitsubishi ASX;48900;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HSEbY.html;1590 cm3 • 117 KM;1590;117;147000;Benzyna;Manualna;2016;Lipówki (Mazowieckie);2026-03-28;2026-03-28;0;0;2026-03-29;48900;48900;0;
6146362573;Mitsubishi ASX;119900;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HXwGd.html;1332 cm3 • 158 KM • 1.3T 158KM 7DCT Intense, 2025r. Style + Cold;1332;158;5925;Benzyna;Automatyczna;2025;Sosnowiec (Śląskie);2026-03-29;2026-03-30;1;1;;119900;119900;0;
6141977497;Mitsubishi ASX 1.6 Intense Plus Navi;57990;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HF6Wb.html;1590 cm3 • 117 KM • najlepszy 1.6 MPI z NAVI i klima Automat;1590;117;98000;Benzyna;Manualna;2017;Czarna (Mazowieckie);2026-03-29;2026-03-30;1;0;2026-03-30;57990;57990;0;
6146269353;Mitsubishi ASX;119900;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HX7qF.html;1332 cm3 • 158 KM • INTENSE + Style + Cold, 2025r.;1332;158;5023;Benzyna;Automatyczna;2025;Warszawa (Mazowieckie);2026-03-29;2026-03-30;1;1;;119900;119900;0;
6146626524;Mitsubishi ASX 2.0 Invite;66900;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HYClu.html;1998 cm3 • 150 KM • Mitsubishi ASX 2.0 Salon Polska Pierwszy Właściciel;1998;150;118000;Benzyna;Manualna;2019;Rybnik (Śląskie);2026-03-29;2026-03-30;1;1;;66900;66900;0;
6145817715;Mitsubishi ASX 1.6 Intense Plus Navi;53777;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HWdVb.html;1590 cm3 • 117 KM • 1.6;1590;117;49514;Benzyna;Manualna;2018;Kielce (Świętokrzyskie);2026-03-29;2026-03-29;0;0;2026-03-30;53777;53777;0;
6146122542;Mitsubishi ASX;52600;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HVweK.html;1998 cm3 • 150 KM • Mitsubishi ASX 2.0 4WD Outlander Sport Limited Edition;1998;150;53000;Benzyna;Automatyczna;2017;Biłgoraj (Lubelskie);2026-03-29;2026-03-30;1;1;;52600;52600;0;
6145940069;Mitsubishi ASX 1.6 ClearTec 2WD Diamant Edition+;57900;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HWJLD.html;1590 cm3 • 117 KM • 2019r._1,6B_117KM_Ledy_Kamera Navi_Gwarancja_12m.;1590;117;80910;Benzyna;Manualna;2019;Ostrowiec Świętokrzyski (Świętokrzyskie);2026-03-29;2026-03-30;1;1;;57900;57900;0;
6120753231;Mitsubishi ASX 2.0 Intense 4WD CVT;75000;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6Ge3vj.html;1998 cm3 • 150 KM • F-VAT 23% , Msubishi RVR, ASX, OUTLANDER SPORT , 4x4, 2020, 5tys. km;1998;150;7000;Benzyna;Automatyczna;2020;Pępowo (Pomorskie);2026-03-29;2026-03-30;1;1;;75000;75000;0;
6146206425;Mitsubishi ASX;56900;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HVR3H.html;1997 cm3 • 150 KM • Mitshubishi ASX/RVR;1997;150;107000;Benzyna;Automatyczna;2020;Warszawa (Mazowieckie);2026-03-29;2026-03-30;1;1;;56900;56900;0;
6144910235;Mitsubishi ASX;71990;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HRpRp.html;1998 cm3 • 150 KM • 2.0 B 150 KM;1998;150;41994;Benzyna;Automatyczna;2020;Bychawa (Lubelskie);2026-03-29;2026-03-30;1;1;;71990;71990;0;
6146227864;Mitsubishi ASX;57999;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HVVDu.html;1590 cm3 • 117 KM • Mitsubishi ASX 2018 | Salon Polska | Przebieg 90 tys. km | 1.6 Benzyna;1590;117;90000;Benzyna;Manualna;2018;Iława (Warmińsko-mazurskie);2026-03-29;2026-03-29;0;0;2026-03-30;57999;57999;0;
6146124750;Mitsubishi ASX 1.6 Intense Plus Navi;55900;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HVwOm.html;1590 cm3 • 117 KM • 1,6 117KM Klima Navi Kamera Serwis;1590;117;96000;Benzyna;Manualna;2018;Orzech (Śląskie);2026-03-29;2026-03-29;0;0;2026-03-30;55900;55900;0;
6146425770;Mitsubishi ASX 1.6 Intense Plus Navi;51900;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HXM7v.html;1590 cm3 • 117 KM • 1.6 benz, full opcja, przebieg 79 tys, ASO, gwarancja, stan salonowy!;1590;117;79000;Benzyna;Manualna;2016;Kraków (Małopolskie);2026-03-29;2026-03-29;0;0;2026-03-30;51900;51900;0;
6146286224;Mitsubishi ASX;62500;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HXbOM.html;1590 cm3 • 117 KM • 1.6i 117KM Diamant - Super stan Bezwypadkowy Full Serwis;1590;117;54260;Benzyna;Manualna;2020;Mysłowice (Śląskie);2026-03-29;2026-03-29;0;0;2026-03-30;62500;62500;0;
6140176604;Mitsubishi ASX;64700;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6Hxyqv.html;1998 cm3 • 150 KM • Mitshubishi ASX;1998;150;73000;Benzyna;Automatyczna;2019;Warszawa (Mazowieckie);2026-03-29;2026-03-29;0;0;2026-03-30;64700;64700;0;
6146679053;Mitsubishi ASX 1.6 ClearTec 2WD Diamant Edition+;56400;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HYQ0J.html;1590 cm3 • 117 KM • 1.6 DIAMANT+ / BEZWYP. / NISKI Przbg. / Serwis.;1590;117;89000;Benzyna;Manualna;2017;Gorzkowice (Łódzkie);2026-03-29;2026-03-29;0;0;2026-03-29;56400;56400;0;
6146009495;Mitsubishi ASX 1.6 Invite;64800;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HV1Pp.html;1590 cm3 • 117 KM • ASX 1,6 Invite 12/2018! TYLKO 42 tys.km!!;1590;117;42367;Benzyna;Manualna;2018;Łódź (Łódzkie);2026-03-29;2026-03-29;0;0;2026-03-30;64800;64800;0;
6146561708;Mitsubishi ASX;56900;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HYlu4.html;1590 cm3 • 117 KM • INVITE, 2017r. | Salon PL | I-WŁ | ASO | Tempomat | Czujniki parkowani;1590;117;32515;Benzyna;Manualna;2017;Chorzów (Śląskie);2026-03-29;2026-03-29;0;0;2026-03-29;56900;56900;0;
6144302959;Mitsubishi ASX 1.6 2WD Intense;53900;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HORSD.html;1590 cm3 • 117 KM • Model 2018*z Salonu*45 tys. wpisuje na fakturze*Org.lakier*1właściciel;1590;117;45981;Benzyna;Manualna;2017;Włocławek (Kujawsko-pomorskie);2026-03-29;2026-03-29;0;0;2026-03-29;53900;53900;0;
6145837711;Mitsubishi ASX;53500;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HWj8H.html;1590 cm3 • 117 KM • 1.6 MIVEC, Salon Polska, 1. Właściciel, Serwis ASO, Klima,;1590;117;60200;Benzyna;Manualna;2017;Poznań (Wielkopolskie);2026-03-29;2026-03-29;0;0;2026-03-29;53500;53500;0;
6144703737;Mitsubishi ASX 2.0 2WD Intro Edition+;62900;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HQy8N.html;1998 cm3 • 150 KM • 150KM Kamera Nawigacja Bi-Ksenon Ledy Podgrzewane Fotele Tempomat Lift;1998;150;118477;Benzyna;Manualna;2020;Ostrów Mazowiecka (Mazowieckie);2026-03-29;2026-03-29;0;0;2026-03-29;62900;62900;0;
6146540695;Mitsubishi ASX 1.6 Intense Plus Navi;56990;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HYg19.html;1590 cm3 • 117 KM • 1.6 117 KM Navi Kamera Bezwypadkowy serwisowany Gwarancja;1590;117;88000;Benzyna;Manualna;2017;Wałbrzych (Dolnośląskie);2026-03-29;2026-03-29;0;0;2026-03-29;56990;56990;0;
6146232816;Mitsubishi ASX 1.6 2WD Comfort Edition;54999;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HVXWm.html;1590 cm3 • 117 KM • 121oookm **Kamera**Nawigacja**Alu **;1590;117;121000;Benzyna;Manualna;2018;Wola Buczkowska (Łódzkie);2026-03-29;2026-03-29;0;0;2026-03-29;54999;54999;0;
6146608349;Mitsubishi ASX;55900;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HYxCl.html;1590 cm3 • 117 KM • ASX 1.6 16V Nawigacja! Kamera cofania!! Klimatronik!! grzane fotele!!;1590;117;99000;Benzyna;Manualna;2019;Zduńska Wola (Łódzkie);2026-03-29;2026-03-29;0;0;2026-03-29;55900;55900;0;
6146003830;Mitsubishi ASX 1.6 2WD Diamant Edition;55990;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HV0m2.html;1590 cm3 • 117 KM • Jedyne 103tkm * NAVI * Kamera * Full ASO * LIFT;1590;117;103000;Benzyna;Manualna;2018;Susz (Warmińsko-mazurskie);2026-03-29;2026-03-29;0;0;2026-03-29;55990;55990;0;
6144593199;Mitsubishi ASX 1.6 Intense Plus;54900;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HQ5nW.html;1590 cm3 • 117 KM • Pierwszy właściciel,garażowany,sewrwisowany;1590;117;64500;Benzyna;Manualna;2017;Radomsko (Łódzkie);2026-03-29;2026-03-29;0;0;2026-03-29;54900;54900;0;
6146230618;Mitsubishi ASX 1.6 ClearTec 2WD Diamant Edition;56800;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HVXlU.html;1590 cm3 • 117 KM • Lift 1.6 MIVEC 117KM (( 77.516km ))1OO% oryginał lakier oferta prywata;1590;117;77516;Benzyna;Manualna;2017;1590 cm3 • 117 KM • Lift 1.6 MIVEC 117KM (( 77.516km ))1OO% oryginał lakier oferta prywata;2026-03-29;2026-03-29;0;0;2026-03-29;56800;56800;0;
6144139112;Mitsubishi ASX;63000;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HObfV.html;1998 cm3 • 150 KM • Mitshubishi ASX Invite 2.0;1998;150;108300;Benzyna;Manualna;2019;Katowice (Śląskie);2026-03-29;2026-03-29;0;0;2026-03-29;63000;63000;0;
6146249429;Mitsubishi ASX 1.6 2WD Diamant Edition;57555;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HX2fj.html;1590 cm3 • 117 KM • Diamant Edition-Bogate wyposazenie-Maly przebieg-Serwis-Gwarancja!!!;1590;117;96000;Benzyna;Manualna;2017;Gliwice (Śląskie);2026-03-29;2026-03-29;0;0;2026-03-29;57555;57555;0;
6142567214;Mitsubishi ASX 1.6 Intense Plus Navi;59998;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HHAkK.html;1590 cm3 • 117 KM • 1.6 benz. udok. 98 tys. km Bogata wersja ! Polecam !;1590;117;98200;Benzyna;Manualna;2018;Czarna (Mazowieckie);2026-03-29;2026-03-29;0;0;2026-03-29;59998;59998;0;
6145625342;Mitsubishi ASX 2.0 2WD Intro Edition;68400;PLN;https://www.otomoto.pl/osobowe/oferta/mitsubishi-asx-ID6HUpTo.html;1998 cm3 • 150 KM • navi kamera grzane fotele hak tempomat;1998;150;84581;Benzyna;Manualna;2020;Warszawa (Mazowieckie);2026-03-29;2026-03-29;0;0;2026-03-29;68400;68400;0;
